1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434182183e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188139e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188139e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188139e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188139e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188139e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188139e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188139e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188232e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188232e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188232e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188232e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434188232e+12,2.25832872179e+11,2.25832872179e+11,9662907739.2,12.5,609.171,610.210029748,55758800.0,608.6
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
1.47434190805e+12,2.25832872179e+11,2.25832872179e+11,9637186558.56,12.5,609.171,610.210029748,55758800.0,606.98
